"Index","X","Y","Z","Activity"
1069,1914,2387,2043,3
1070,1917,2389,2044,3
1071,1923,2391,2046,3
1072,1910,2395,2034,3
1073,1911,2389,2036,3
1074,1911,2389,2038,3
1075,1911,2387,2047,3
1076,1911,2385,2041,3
1077,1911,2386,2044,3
1078,1909,2382,2042,3
1079,1916,2384,2041,3
1080,1916,2389,2040,3
1081,1916,2391,2050,3
1082,1914,2385,2043,3
1083,1918,2390,2044,3
1084,1916,2385,2046,3
1085,1913,2388,2050,3
1086,1912,2392,2050,3
1087,1912,2391,2041,3
1088,1911,2389,2034,3
1089,1913,2384,2048,3
1090,1914,2384,2045,3
1091,1913,2379,2045,3
1092,1913,2383,2046,3
1093,1911,2388,2046,3
1094,1916,2388,2046,3
1095,1919,2385,2047,3
1096,1918,2384,2043,3
1097,1915,2378,2048,3
1098,1917,2385,2041,3
1099,1918,2380,2044,3
1100,1913,2386,2042,3
1101,1919,2389,2051,3
1102,1916,2387,2050,3
1103,1918,2389,2049,3
1104,1911,2386,2045,3
1105,1917,2387,2045,3
1106,1916,2387,2047,3
1107,1918,2388,2039,3
1108,1913,2394,2046,3
1109,1910,2388,2041,3
1110,1915,2389,2041,3
1111,1909,2388,2046,3
1112,1910,2389,2043,3
1113,1904,2386,2048,3
1114,1910,2384,2044,3
1115,1909,2381,2045,3
1116,1907,2383,2043,3
1117,1909,2391,2044,3
1118,1914,2391,2048,3
1119,1913,2391,2046,3
1120,1912,2386,2041,3
1121,1915,2387,2045,3
1122,1913,2388,2048,3
1123,1916,2387,2043,3
1124,1915,2391,2042,3
1125,1908,2386,2043,3
1126,1912,2389,2045,3
1127,1905,2389,2042,3
1128,1911,2383,2043,3
1129,1915,2385,2039,3
1130,1911,2389,2038,3
1131,1911,2386,2040,3
1132,1911,2382,2038,3
1133,1910,2388,2035,3
1134,1913,2387,2040,3
1135,1917,2383,2033,3
1136,1917,2386,2036,3
1137,1913,2389,2040,3
1138,1913,2388,2036,3
1139,1908,2387,2035,3
1140,1912,2383,2042,3
1141,1907,2384,2040,3
1142,1913,2391,2037,3
1143,1920,2389,2038,3
1144,1919,2388,2035,3
1145,1915,2386,2039,3
1146,1917,2384,2032,3
1147,1921,2387,2035,3
1148,1918,2385,2043,3
1149,1918,2387,2037,3
1150,1917,2387,2040,3
1151,1918,2388,2041,3
1152,1914,2390,2037,3
1153,1915,2383,2042,3
1154,1909,2384,2039,3
1155,1917,2389,2036,3
1156,1913,2391,2038,3
1157,1918,2389,2035,3
1158,1915,2387,2035,3
1159,1911,2390,2037,3
1160,1913,2383,2043,3
1161,1913,2389,2035,3
1162,1914,2387,2032,3
1163,1913,2392,2038,3
1164,1916,2387,2036,3
1165,1910,2385,2032,3
1166,1914,2394,2038,3
1167,1911,2387,2038,3
1168,1915,2385,2038,3
1169,1916,2391,2037,3
1170,1911,2387,2036,3
1171,1909,2385,2038,3
1172,1916,2385,2039,3
1173,1917,2386,2035,3
1174,1910,2389,2038,3
1175,1911,2389,2037,3
1176,1914,2388,2034,3
1177,1921,2388,2037,3
1178,1913,2386,2036,3
1179,1915,2387,2040,3
1180,1912,2391,2039,3
1181,1913,2387,2042,3
1182,1912,2388,2037,3
1183,1917,2391,2038,3
1184,1912,2385,2037,3
1185,1918,2387,2037,3
1186,1911,2389,2035,3
1187,1911,2388,2042,3
1188,1913,2389,2041,3
1189,1909,2391,2036,3
1190,1912,2384,2033,3
1191,1910,2387,2044,3
1192,1913,2386,2038,3
1193,1917,2388,2038,3
1194,1918,2387,2039,3
1195,1915,2386,2037,3
1196,1911,2388,2034,3
1197,1914,2384,2038,3
1198,1914,2385,2041,3
1199,1909,2390,2034,3
1200,1913,2392,2035,3
1201,1906,2388,2036,3
1202,1914,2387,2035,3
1203,1915,2383,2038,3
1204,1917,2390,2037,3
1205,1915,2389,2037,3
1206,1913,2385,2038,3
1207,1915,2391,2037,3
1208,1914,2387,2039,3
1209,1916,2387,2035,3
1210,1908,2386,2039,3
1211,1916,2387,2035,3
1212,1915,2388,2035,3
1213,1915,2387,2037,3
1214,1913,2387,2038,3
1215,1910,2386,2035,3
1216,1913,2386,2040,3
1217,1915,2392,2040,3
1218,1913,2391,2037,3
1219,1914,2390,2033,3
1220,1912,2386,2036,3
1221,1912,2393,2035,3
1222,1912,2387,2041,3
1223,1911,2390,2035,3
1224,1911,2387,2038,3
1225,1909,2387,2029,3
1226,1907,2389,2042,3
1227,1910,2389,2029,3
1228,1912,2389,2033,3
1229,1915,2391,2034,3
1230,1918,2385,2038,3
1231,1907,2382,2036,3
1232,1909,2383,2034,3
1233,1912,2385,2033,3
1234,1913,2387,2032,3
1235,1914,2385,2030,3
1236,1914,2385,2031,3
1237,1914,2387,2034,3
1238,1915,2388,2030,3
1239,1911,2390,2034,3
1240,1911,2389,2031,3
1241,1911,2387,2031,3
1242,1911,2382,2035,3
1243,1912,2387,2033,3
1244,1919,2390,2037,3
1245,1912,2385,2031,3
1246,1912,2386,2034,3
1247,1905,2389,2031,3
1248,1910,2385,2039,3
1249,1913,2385,2035,3
1250,1910,2392,2031,3
1251,1907,2383,2035,3
1252,1915,2385,2032,3
1253,1915,2381,2035,3
1254,1913,2384,2039,3
1255,1916,2387,2037,3
1256,1911,2390,2033,3
1257,1915,2392,2036,3
1258,1921,2385,2031,3
1259,1914,2387,2033,3
1260,1917,2386,2037,3
1261,1913,2389,2033,3
1262,1920,2388,2035,3
1263,1906,2389,2031,3
1264,1907,2387,2030,3
1265,1912,2385,2030,3
1266,1914,2389,2031,3
1267,1910,2383,2037,3
1268,1913,2386,2043,3
1269,1925,2386,2037,3
1270,1922,2390,2033,3
1271,1916,2386,2037,3
1272,1913,2388,2043,3
1273,1909,2386,2039,3
1274,1911,2386,2031,3
1275,1919,2388,2034,3
1276,1907,2389,2034,3
1277,1907,2390,2030,3
1278,1914,2387,2030,3
1279,1910,2388,2032,3
1280,1913,2390,2034,3
1281,1917,2391,2034,3
1282,1916,2385,2035,3
1283,1916,2386,2030,3
1284,1916,2393,2036,3
1285,1911,2392,2033,3
1286,1911,2388,2032,3
1287,1909,2387,2029,3
1288,1913,2388,2031,3
1289,1907,2387,2028,3
1290,1910,2385,2035,3
1291,1911,2392,2028,3
1292,1914,2387,2035,3
1293,1911,2381,2032,3
1294,1910,2380,2035,3
1295,1913,2385,2034,3
1296,1915,2386,2031,3
1297,1917,2395,2039,3
1298,1912,2391,2030,3
1299,1913,2388,2026,3
1300,1912,2387,2030,3
1301,1910,2383,2033,3
1302,1915,2382,2035,3
1303,1911,2385,2034,3
1304,1910,2387,2035,3
1305,1916,2388,2027,3
1306,1918,2387,2035,3
1307,1917,2384,2034,3
1308,1915,2385,2033,3
1309,1915,2391,2032,3
1310,1912,2389,2036,3
1311,1911,2392,2036,3
1312,1909,2393,2033,3
1313,1918,2387,2032,3
1314,1909,2393,2033,3
1315,1910,2392,2035,3
1316,1917,2388,2035,3
1317,1916,2384,2033,3
1318,1912,2388,2034,3
1319,1917,2387,2031,3
1320,1915,2384,2033,3
1321,1912,2386,2032,3
1322,1911,2387,2038,3
1323,1914,2391,2032,3
1324,1915,2388,2034,3
1325,1911,2384,2039,3
1326,1913,2390,2035,3
1327,1914,2385,2035,3
1328,1911,2385,2036,3
1329,1918,2387,2046,3
1330,1907,2385,2035,3
1331,1907,2385,2035,3
1332,1912,2385,2036,3
1333,1909,2385,2037,3
1334,1908,2385,2041,3
1335,1912,2387,2043,3
1336,1912,2392,2041,3
1337,1912,2393,2038,3
1338,1913,2387,2039,3
1339,1916,2391,2036,3
1340,1915,2384,2037,3
1341,1915,2387,2035,3
1342,1912,2387,2037,3
1343,1909,2390,2031,3
1344,1905,2390,2033,3
1345,1908,2386,2030,3
1346,1910,2387,2036,3
1347,1910,2390,2035,3
1348,1911,2386,2039,3
1349,1905,2388,2037,3
1350,1909,2389,2038,3
1351,1917,2387,2040,3
1352,1917,2382,2043,3
1353,1917,2387,2034,3
1354,1910,2384,2036,3
1355,1911,2387,2037,3
1356,1915,2382,2039,3
1357,1912,2387,2035,3
1358,1916,2387,2039,3
1359,1912,2386,2038,3
1360,1909,2387,2034,3
1361,1906,2388,2035,3
1362,1908,2382,2038,3
1363,1914,2388,2043,3
1364,1906,2387,2036,3
1365,1912,2389,2037,3
1366,1913,2392,2035,3
1367,1904,2383,2038,3
1368,1914,2386,2035,3
1369,1908,2386,2031,3
1370,1911,2386,2039,3
1371,1910,2391,2038,3
1372,1912,2385,2034,3
1373,1909,2383,2031,3
1374,1914,2386,2034,3
1375,1906,2388,2031,3
1376,1907,2384,2031,3
1377,1908,2390,2037,3
1378,1907,2389,2030,3
1379,1910,2387,2032,3
1380,1906,2387,2035,3
1381,1905,2387,2034,3
1382,1909,2388,2034,3
1383,1904,2387,2037,3
1384,1909,2388,2031,3
1385,1908,2379,2038,3
1386,1912,2388,2035,3
1387,1911,2387,2031,3
1388,1905,2384,2030,3
1389,1909,2389,2031,3
1390,1906,2384,2041,3
1391,1910,2387,2039,3
1392,1907,2387,2038,3
1393,1908,2387,2032,3
1394,1908,2391,2039,3
1395,1908,2385,2031,3
1396,1908,2383,2035,3
1397,1906,2388,2036,3
1398,1905,2387,2038,3
1399,1908,2388,2035,3
1400,1907,2387,2033,3
1401,1899,2379,2029,3
1402,1899,2381,2031,3
1403,1902,2381,2032,3
1404,1904,2383,2032,3
1405,1906,2389,2035,3
1406,1907,2384,2038,3
1407,1907,2389,2038,3
1408,1907,2383,2032,3
1409,1906,2382,2039,3
1410,1903,2383,2041,3
1411,1905,2382,2043,3
1412,1901,2383,2028,3
1413,1901,2390,2036,3
1414,1905,2388,2032,3
1415,1904,2384,2037,3
1416,1908,2391,2039,3
1417,1900,2384,2032,3
1418,1902,2387,2036,3
1419,1907,2390,2035,3
1420,1901,2383,2032,3
1421,1903,2386,2034,3
1422,1903,2381,2037,3
1423,1900,2384,2038,3
1424,1905,2385,2036,3
1425,1908,2384,2044,3
1426,1899,2386,2043,3
1427,1905,2388,2044,3
1428,1899,2389,2041,3
1429,1904,2389,2045,3
1430,1903,2388,2041,3
1431,1908,2385,2039,3
1432,1911,2389,2045,3
1433,1907,2387,2048,3
1434,1905,2388,2052,3
1435,1915,2390,2044,3
1436,1917,2382,2046,3
1437,1910,2383,2055,3
1438,1906,2385,2049,3
1439,1909,2387,2051,3
1440,1917,2386,2052,3
1441,1903,2386,2048,3
1442,1907,2389,2046,3
1443,1901,2389,2047,3
1444,1900,2383,2045,3
1445,1905,2388,2044,3
1446,1899,2383,2036,3
1447,1895,2383,2038,3
1448,1899,2391,2038,3
1449,1899,2393,2044,3
1450,1899,2390,2046,3
1451,1905,2388,2049,3
1452,1912,2387,2046,3
1453,1913,2380,2054,3
1454,1914,2388,2058,3
1455,1910,2387,2056,3
1456,1905,2387,2054,3
1457,1901,2389,2044,3
1458,1904,2393,2051,3
1459,1905,2382,2041,3
1460,1898,2389,2036,3
1461,1902,2388,2045,3
1462,1900,2391,2038,3
1463,1898,2386,2037,3
1464,1895,2384,2043,3
1465,1901,2383,2040,3
1466,1905,2385,2043,3
1467,1899,2389,2046,3
1468,1899,2383,2048,3
1469,1903,2379,2049,3
1470,1915,2379,2049,3
1471,1914,2380,2054,3
1472,1907,2386,2052,3
1473,1908,2386,2053,3
1474,1905,2386,2046,3
1475,1900,2387,2050,3
1476,1904,2385,2040,3
1477,1899,2386,2044,3
1478,1901,2386,2042,3
1479,1901,2386,2047,3
1480,1900,2385,2043,3
1481,1901,2384,2047,3
1482,1905,2387,2048,3
1483,1901,2390,2052,3
1484,1911,2388,2051,3
1485,1905,2384,2049,3
1486,1906,2383,2047,3
1487,1908,2382,2051,3
1488,1907,2382,2040,3
1489,1913,2384,2043,3
1490,1909,2385,2051,3
1491,1906,2388,2051,3
1492,1906,2384,2045,3
1493,1909,2379,2048,3
1494,1911,2383,2046,3
1495,1907,2382,2054,3
1496,1908,2384,2043,3
1497,1902,2386,2039,3
1498,1895,2391,2037,3
1499,1900,2385,2040,3
1500,1903,2384,2041,3
1501,1903,2388,2038,3
1502,1904,2384,2042,3
1503,1901,2385,2039,3
1504,1902,2382,2042,3
1505,1903,2385,2045,3
1506,1901,2380,2045,3
1507,1900,2386,2044,3
1508,1904,2390,2039,3
1509,1901,2389,2042,3
1510,1896,2384,2045,3
1511,1901,2387,2043,3
1512,1902,2385,2043,3
1513,1909,2383,2042,3
1514,1901,2387,2048,3
1515,1904,2387,2039,3
1516,1904,2390,2041,3
1517,1902,2388,2038,3
1518,1901,2385,2042,3
1519,1905,2385,2042,3
1520,1902,2385,2042,3
1521,1905,2383,2041,3
1522,1907,2387,2043,3
1523,1901,2387,2039,3
1524,1900,2387,2042,3
1525,1907,2385,2047,3
1526,1898,2386,2041,3
1527,1901,2385,2043,3
1528,1902,2390,2044,3
1529,1899,2387,2038,3
1530,1909,2386,2041,3
1531,1904,2391,2042,3
1532,1904,2386,2044,3
1533,1897,2386,2043,3
1534,1898,2384,2039,3
1535,1907,2385,2045,3
1536,1907,2390,2048,3
1537,1900,2387,2040,3
1538,1906,2385,2042,3
1539,1906,2386,2045,3
1540,1909,2389,2041,3
1541,1901,2383,2041,3
1542,1902,2379,2043,3
1543,1901,2386,2039,3
1544,1904,2381,2044,3
1545,1902,2386,2042,3
1546,1906,2385,2040,3
1547,1909,2385,2042,3
1548,1901,2384,2041,3
1549,1904,2382,2041,3
1550,1901,2385,2032,3
1551,1902,2383,2040,3
1552,1905,2386,2043,3
1553,1905,2382,2036,3
1554,1901,2390,2041,3
1555,1902,2390,2039,3
1556,1902,2385,2037,3
1557,1902,2388,2043,3
1558,1902,2383,2035,3
1559,1908,2389,2041,3
1560,1903,2384,2036,3
1561,1902,2380,2039,3
1562,1903,2386,2035,3
1563,1904,2387,2041,3
1564,1899,2390,2038,3
1565,1908,2387,2046,3
1566,1904,2387,2044,3
1567,1901,2387,2039,3
1568,1897,2383,2040,3
1569,1900,2387,2038,3
1570,1900,2382,2039,3
1571,1906,2384,2036,3
1572,1906,2385,2036,3
1573,1899,2384,2041,3
1574,1904,2385,2038,3
1575,1900,2386,2034,3
1576,1901,2380,2039,3
1577,1906,2386,2039,3
1578,1899,2384,2042,3
1579,1902,2385,2039,3
1580,1903,2386,2034,3
1581,1901,2386,2039,3
1582,1901,2383,2037,3
1583,1899,2385,2036,3
1584,1901,2386,2036,3
1585,1905,2384,2039,3
1586,1903,2386,2036,3
1587,1901,2385,2035,3
1588,1901,2387,2043,3
1589,1896,2385,2036,3
1590,1900,2385,2036,3
1591,1904,2386,2031,3
1592,1906,2385,2040,3
1593,1900,2388,2035,3
1594,1899,2385,2043,3
1595,1902,2387,2038,3
1596,1899,2383,2037,3
1597,1905,2383,2039,3
1598,1903,2386,2036,3
1599,1900,2388,2038,3
1600,1905,2386,2033,3
1601,1901,2392,2043,3
1602,1900,2388,2037,3
1603,1904,2386,2038,3
1604,1906,2380,2038,3
1605,1904,2390,2035,3
1606,1901,2384,2036,3
1607,1896,2385,2032,3
1608,1904,2387,2039,3
1609,1895,2389,2029,3
1610,1899,2381,2040,3
1611,1900,2387,2038,3
1612,1901,2386,2038,3
1613,1902,2382,2035,3
1614,1901,2388,2031,3
1615,1901,2384,2036,3
1616,1903,2383,2037,3
1617,1899,2385,2034,3
1618,1904,2390,2031,3
1619,1899,2389,2033,3
1620,1902,2386,2037,3
1621,1899,2386,2035,3
1622,1896,2389,2032,3
1623,1899,2384,2031,3
1624,1899,2383,2036,3
1625,1901,2380,2032,3
1626,1899,2378,2032,3
1627,1898,2386,2033,3
1628,1894,2384,2033,3
1629,1901,2383,2034,3
1630,1899,2385,2037,3
1631,1905,2391,2034,3
1632,1899,2387,2033,3
1633,1898,2385,2029,3
1634,1908,2386,2036,3
1635,1900,2387,2033,3
1636,1899,2388,2035,3
1637,1903,2389,2039,3
1638,1903,2386,2035,3
1639,1905,2388,2036,3
1640,1904,2386,2037,3
1641,1908,2386,2033,3
1642,1908,2387,2040,3
1643,1907,2380,2032,3
1644,1906,2383,2044,3
1645,1898,2390,2035,3
1646,1905,2387,2032,3
1647,1901,2389,2038,3
1648,1899,2387,2037,3
1649,1901,2387,2032,3
1650,1901,2384,2038,3
1651,1899,2383,2033,3
1652,1900,2385,2037,3
1653,1897,2389,2035,3
1654,1900,2388,2032,3
1655,1898,2388,2036,3
1656,1903,2383,2036,3
1657,1900,2383,2033,3
1658,1902,2381,2036,3
1659,1900,2387,2040,3
1660,1900,2389,2039,3
1661,1906,2387,2034,3
1662,1903,2388,2034,3
1663,1897,2384,2039,3
1664,1899,2381,2036,3
1665,1904,2377,2035,3
1666,1900,2384,2038,3
1667,1903,2386,2035,3
1668,1900,2379,2036,3
1669,1901,2386,2035,3
1670,1903,2383,2037,3
1671,1898,2389,2034,3
1672,1899,2386,2035,3
1673,1904,2391,2030,3
1674,1904,2391,2036,3
1675,1899,2387,2030,3
1676,1903,2385,2035,3
1677,1898,2387,2039,3
1678,1903,2384,2040,3
1679,1900,2387,2036,3
1680,1898,2391,2035,3
1681,1894,2391,2034,3
1682,1903,2383,2037,3
1683,1906,2383,2040,3
1684,1903,2389,2040,3
1685,1903,2388,2036,3
1686,1904,2386,2033,3
1687,1900,2389,2037,3
1688,1905,2385,2035,3
1689,1899,2389,2038,3
1690,1896,2386,2035,3
1691,1905,2384,2037,3
1692,1906,2385,2036,3
1693,1901,2388,2036,3
1694,1904,2386,2038,3
1695,1905,2389,2039,3
1696,1900,2390,2037,3
1697,1910,2381,2040,3
1698,1901,2389,2037,3
1699,1899,2388,2042,3
1700,1902,2382,2043,3
1701,1899,2385,2042,3
1702,1902,2383,2038,3
1703,1901,2388,2036,3
1704,1898,2383,2033,3
1705,1901,2383,2038,3
1706,1899,2383,2035,3
1707,1903,2382,2039,3
1708,1897,2388,2033,3
1709,1897,2386,2046,3
1710,1905,2387,2041,3
1711,1906,2382,2037,3
1712,1901,2377,2044,3
1713,1899,2387,2035,3
1714,1905,2387,2041,3
1715,1902,2383,2042,3
1716,1901,2387,2040,3
1717,1902,2388,2041,3
1718,1902,2385,2039,3
1719,1910,2386,2043,3
1720,1900,2385,2043,3
1721,1902,2381,2045,3
1722,1903,2391,2042,3
1723,1901,2384,2045,3
1724,1899,2385,2033,3
1725,1901,2385,2039,3
1726,1897,2389,2041,3
1727,1896,2383,2035,3
1728,1900,2385,2041,3
1729,1901,2381,2041,3
1730,1897,2375,2044,3
1731,1901,2384,2039,3
1732,1899,2384,2042,3
1733,1899,2387,2045,3
1734,1895,2380,2037,3
1735,1898,2385,2047,3
1736,1898,2380,2042,3
1737,1901,2381,2037,3
1738,1903,2382,2041,3
1739,1897,2384,2038,3
1740,1893,2386,2043,3
1741,1920,2382,2059,3
1742,1918,2384,2062,3
1743,1917,2386,2064,3
1744,1917,2387,2065,3
1745,1915,2386,2064,3
1746,1913,2385,2064,3
1747,1910,2384,2063,3
1748,1911,2391,2055,3
1749,1916,2386,2063,3
1750,1909,2388,2067,3
1751,1914,2377,2063,3
1752,1923,2382,2068,3
1753,1924,2381,2074,3
1754,1913,2382,2073,3
1755,1917,2378,2075,3
1756,1916,2384,2068,3
1757,1916,2388,2071,3
1758,1917,2394,2075,3
1759,1922,2385,2083,3
1760,1922,2386,2085,3
1761,1919,2385,2086,3
1762,1923,2382,2082,3
1763,1926,2379,2085,3
1764,1921,2383,2078,3
1765,1920,2387,2078,3
1766,1921,2391,2077,3
1767,1924,2382,2085,3
1768,1923,2377,2091,3
1769,1919,2379,2087,3
1770,1919,2387,2082,3
1771,1916,2386,2083,3
1772,1917,2381,2080,3
1773,1918,2386,2082,3
1774,1920,2376,2087,3
1775,1917,2381,2075,3
1776,1915,2388,2075,3
1777,1927,2391,2080,3
1778,1922,2386,2087,3
1779,1925,2385,2088,3
1780,1929,2384,2078,3
1781,1935,2389,2076,3
1782,1936,2387,2079,3
1783,1930,2379,2069,3
1784,1928,2376,2081,3
1785,1926,2378,2075,3
1786,1933,2385,2071,3
1787,1931,2383,2066,3
1788,1928,2382,2068,3
1789,1923,2385,2074,3
1790,1922,2381,2073,3
1791,1921,2385,2068,3
1792,1919,2391,2071,3
1793,1930,2390,2064,3
1794,1920,2390,2055,3
1795,1923,2388,2062,3
1796,1921,2388,2066,3
1797,1923,2383,2065,3
1798,1919,2390,2068,3
1799,1923,2382,2074,3
1800,1925,2379,2069,3
1801,1927,2384,2068,3
1802,1927,2389,2066,3
1803,1928,2383,2062,3
1804,1932,2375,2061,3
1805,1931,2379,2062,3
1806,1931,2380,2064,3
1807,1931,2383,2060,3
1808,1936,2390,2054,3
1809,1942,2392,2056,3
1810,1939,2396,2062,3
1811,1940,2398,2053,3
1812,1932,2396,2048,3
1813,1935,2402,2042,3
1814,1929,2391,2043,3
1815,1929,2384,2053,3
1816,1929,2371,2054,3
1817,1922,2370,2051,3
1818,1931,2372,2039,3
1819,1931,2379,2032,3
1820,1933,2391,2036,3
1821,1924,2396,2038,3
1822,1914,2400,2032,3
1823,1914,2391,2039,3
1824,1915,2397,2045,3
1825,1921,2385,2046,3
1826,1923,2386,2048,3
1827,1928,2389,2044,3
1828,1931,2389,2043,3
1829,1930,2393,2049,3
1830,1935,2388,2048,3
1831,1934,2387,2052,3
1832,1934,2387,2054,3
1833,1929,2388,2054,3
1834,1929,2393,2051,3
1835,1927,2388,2048,3
1836,1923,2381,2049,3
1837,1923,2382,2047,3
1838,1923,2380,2039,3
1839,1920,2377,2046,3
1840,1922,2380,2044,3
1841,1917,2391,2041,3
1842,1918,2397,2041,3
1843,1920,2389,2033,3
1844,1915,2394,2031,3
1845,1915,2389,2030,3
1846,1911,2388,2032,3
1847,1907,2392,2030,3
1848,1906,2394,2031,3
1849,1907,2394,2034,3
1850,1910,2388,2023,3
1851,1910,2384,2036,3
1852,1906,2385,2033,3
1853,1909,2389,2035,3
1854,1911,2388,2030,3
1855,1913,2392,2026,3
1856,1911,2395,2032,3
1857,1913,2391,2032,3
1858,1915,2391,2027,3
1859,1919,2383,2035,3
1860,1917,2384,2036,3
1861,1920,2385,2033,3
1862,1911,2387,2034,3
1863,1915,2389,2033,3
1864,1918,2387,2035,3
1865,1918,2384,2035,3
1866,1913,2390,2035,3
1867,1914,2391,2030,3
1868,1911,2388,2035,3
1869,1922,2392,2035,3
1870,1920,2393,2034,3
1871,1919,2391,2039,3
1872,1921,2385,2033,3
1873,1917,2390,2039,3
1874,1914,2384,2038,3
1875,1919,2391,2037,3
1876,1922,2390,2036,3
1877,1918,2384,2041,3
1878,1922,2379,2041,3
1879,1918,2382,2041,3
1880,1919,2381,2041,3
1881,1920,2374,2046,3
1882,1923,2386,2043,3
1883,1918,2390,2046,3
1884,1920,2390,2045,3
1885,1920,2392,2043,3
1886,1923,2391,2048,3
1887,1923,2389,2043,3
1888,1920,2391,2049,3
1889,1927,2394,2038,3
1890,1926,2393,2042,3
1891,1922,2395,2041,3
1892,1925,2387,2037,3
1893,1923,2389,2039,3
1894,1922,2386,2046,3
1895,1922,2384,2046,3
1896,1920,2386,2038,3
1897,1917,2379,2043,3
1898,1920,2383,2038,3
1899,1910,2386,2037,3
1900,1917,2386,2047,3
1901,1916,2387,2042,3
1902,1923,2387,2044,3
1903,1919,2387,2048,3
1904,1920,2388,2040,3
1905,1918,2386,2039,3
1906,1916,2387,2038,3
1907,1916,2383,2043,3
1908,1912,2387,2049,3
1909,1915,2394,2042,3
1910,1911,2392,2047,3
1911,1913,2382,2040,3
1912,1915,2383,2037,3
1913,1915,2383,2033,3
1914,1914,2382,2034,3
1915,1924,2380,2037,3
1916,1921,2363,2042,3
1917,1918,2354,2044,3
1918,1913,2351,2050,3
1919,1916,2357,2050,3
1920,1909,2367,2045,3
1921,1907,2380,2051,3
1922,1907,2396,2042,3
1923,1898,2406,2041,3
1924,1896,2413,2031,3
1925,1891,2400,2023,3
1926,1921,2379,2041,3
1927,1932,2375,2043,3
1928,1930,2367,2037,3
1929,1929,2381,2038,3
1930,1921,2386,2029,3
1931,1921,2397,2025,3
1932,1915,2395,2016,3
1933,1904,2395,2023,3
1934,1895,2387,2032,3
1935,1887,2374,2034,3
1936,1888,2365,2035,3
1937,1893,2366,2038,3
1938,1892,2369,2039,3
1939,1901,2380,2042,3
1940,1899,2385,2039,3
1941,1897,2391,2039,3
1942,1900,2393,2040,3
1943,1902,2390,2039,3
1944,1902,2385,2039,3
1945,1895,2387,2033,3
1946,1897,2382,2033,3
1947,1896,2386,2038,3
1948,1896,2384,2034,3
1949,1894,2388,2038,3
1950,1896,2387,2036,3
1951,1895,2387,2038,3
1952,1901,2387,2033,3
1953,1901,2391,2035,3
1954,1901,2386,2035,3
1955,1904,2388,2035,3
1956,1904,2388,2041,3
1957,1904,2386,2041,3
1958,1905,2388,2041,3
1959,1910,2389,2043,3
1960,1905,2387,2050,3
1961,1907,2382,2045,3
1962,1914,2387,2046,3
1963,1912,2384,2043,3
1964,1910,2382,2043,3
1965,1906,2393,2039,3
1966,1905,2390,2043,3
1967,1907,2389,2038,3
1968,1906,2386,2042,3
1969,1908,2387,2044,3
1970,1910,2383,2035,3
1971,1911,2390,2042,3
1972,1913,2381,2039,3
1973,1906,2387,2043,3
1974,1910,2392,2044,3
1975,1912,2386,2037,3
1976,1908,2385,2041,3
1977,1912,2385,2043,3
1978,1907,2390,2037,3
1979,1910,2387,2041,3
1980,1905,2388,2039,3
1981,1910,2386,2043,3
1982,1915,2389,2042,3
1983,1906,2387,2043,3
1984,1906,2385,2041,3
1985,1907,2386,2043,3
1986,1914,2389,2040,3
1987,1908,2384,2039,3
1988,1911,2389,2045,3
1989,1913,2388,2041,3
1990,1907,2387,2041,3
1991,1911,2384,2041,3
1992,1913,2388,2039,3
1993,1913,2389,2038,3
1994,1911,2389,2038,3
1995,1911,2389,2037,3
1996,1910,2388,2035,3
1997,1911,2390,2034,3
1998,1910,2385,2035,3
1999,1911,2387,2036,3
2000,1911,2391,2035,3
2001,1895,2390,2024,4
2002,1889,2389,2022,4
2003,1886,2383,2027,4
2004,1888,2382,2028,4
2005,1889,2385,2027,4
2006,1892,2386,2023,4
2007,1893,2381,2020,4
2008,1897,2388,2030,4
2009,1893,2384,2027,4
2010,1894,2387,2030,4
2011,1892,2386,2023,4
2012,1901,2380,2028,4
2013,1896,2387,2025,4
2014,1899,2388,2028,4
2015,1894,2382,2027,4
2016,1889,2385,2026,4
2017,1895,2385,2027,4
2018,1897,2385,2024,4
2019,1895,2384,2031,4
2020,1895,2392,2025,4
2021,1895,2382,2028,4
2022,1896,2387,2021,4
2023,1901,2383,2031,4
2024,1901,2387,2023,4
2025,1895,2391,2028,4
2026,1896,2387,2020,4
2027,1895,2382,2030,4
2028,1898,2386,2026,4
2029,1894,2383,2023,4
2030,1895,2385,2029,4
2031,1891,2387,2025,4
2032,1897,2385,2029,4
2033,1894,2383,2025,4
2034,1894,2382,2025,4
2035,1887,2385,2031,4
2036,1894,2389,2025,4
2037,1895,2385,2031,4
2038,1896,2389,2028,4
2039,1897,2387,2031,4
2040,1891,2387,2024,4
2041,1897,2383,2024,4
2042,1898,2390,2031,4
2043,1900,2383,2024,4
2044,1893,2381,2025,4
2045,1896,2384,2028,4
2046,1895,2387,2026,4
2047,1897,2385,2025,4
2048,1893,2386,2026,4
2049,1896,2386,2029,4
2050,1892,2386,2020,4
2051,1893,2384,2031,4
2052,1896,2387,2025,4
2053,1894,2383,2032,4
2054,1888,2389,2024,4
2055,1891,2387,2028,4
2056,1894,2388,2021,4
2057,1893,2385,2031,4
2058,1898,2384,2029,4
2059,1895,2386,2024,4
2060,1895,2381,2031,4
2061,1898,2382,2028,4
2062,1899,2386,2026,4
2063,1894,2388,2023,4
2064,1897,2385,2023,4
2065,1891,2382,2031,4
2066,1895,2388,2021,4
